held_unknown,outer_fold,inner_fold,surrogate_unknown,partition,rows,masters,analytes,instruments,sensor_families
benzyl_fentanyl,2,1,acetaminophen,excluded_surrogate_training,39,7,1,5,2
benzyl_fentanyl,2,1,acetaminophen,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,2,1,acetaminophen,locked_stress,93,39,6,9,4
benzyl_fentanyl,2,1,acetaminophen,train_known,193,26,5,10,4
benzyl_fentanyl,2,1,acetaminophen,validation_known,68,6,5,8,4
benzyl_fentanyl,2,1,acetaminophen,validation_surrogate_unknown,13,3,1,5,2
benzyl_fentanyl,2,1,ethanol,excluded_outer_known_test,72,12,6,10,3
benzyl_fentanyl,2,1,ethanol,excluded_surrogate_training,24,5,1,4,2
benzyl_fentanyl,2,1,ethanol,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,2,1,ethanol,locked_stress,93,39,6,9,4
benzyl_fentanyl,2,1,ethanol,train_known,208,28,5,10,4
benzyl_fentanyl,2,1,ethanol,validation_known,72,8,5,10,4
benzyl_fentanyl,2,1,ethanol,validation_surrogate_unknown,9,1,1,4,2
benzyl_fentanyl,2,1,ethyl_paraoxon,excluded_outer_known_test,72,12,6,10,3
benzyl_fentanyl,2,1,ethyl_paraoxon,excluded_surrogate_training,22,4,1,3,2
benzyl_fentanyl,2,1,ethyl_paraoxon,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,2,1,ethyl_paraoxon,locked_stress,93,39,6,9,4
benzyl_fentanyl,2,1,ethyl_paraoxon,train_known,210,29,5,10,4
benzyl_fentanyl,2,1,ethyl_paraoxon,validation_known,69,8,5,10,4
benzyl_fentanyl,2,1,ethyl_paraoxon,validation_surrogate_unknown,12,1,1,3,2
benzyl_fentanyl,2,3,4_ANPP,excluded_outer_known_test,72,12,6,10,3
benzyl_fentanyl,2,3,4_ANPP,excluded_surrogate_training,59,7,1,8,2
benzyl_fentanyl,2,3,4_ANPP,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,2,3,4_ANPP,locked_stress,93,39,6,9,4
benzyl_fentanyl,2,3,4_ANPP,train_known,175,25,5,10,4
benzyl_fentanyl,2,3,4_ANPP,validation_known,60,8,5,10,4
benzyl_fentanyl,2,3,4_ANPP,validation_surrogate_unknown,19,2,1,5,2
benzyl_fentanyl,2,3,4_nitrophenol,excluded_outer_known_test,72,12,6,10,3
benzyl_fentanyl,2,3,4_nitrophenol,excluded_surrogate_training,48,4,1,5,3
benzyl_fentanyl,2,3,4_nitrophenol,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,2,3,4_nitrophenol,locked_stress,93,39,6,9,4
benzyl_fentanyl,2,3,4_nitrophenol,train_known,186,28,5,10,3
benzyl_fentanyl,2,3,4_nitrophenol,validation_known,64,8,5,10,3
benzyl_fentanyl,2,3,4_nitrophenol,validation_surrogate_unknown,15,2,1,4,3
benzyl_fentanyl,2,3,acetaminophen,excluded_outer_known_test,72,12,6,10,3
benzyl_fentanyl,2,3,acetaminophen,excluded_surrogate_training,39,7,1,5,2
benzyl_fentanyl,2,3,acetaminophen,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,2,3,acetaminophen,locked_stress,93,39,6,9,4
benzyl_fentanyl,2,3,acetaminophen,train_known,195,25,5,10,4
benzyl_fentanyl,2,3,acetaminophen,validation_known,66,7,5,8,4
benzyl_fentanyl,2,3,acetaminophen,validation_surrogate_unknown,13,3,1,5,1
benzyl_fentanyl,2,3,ethanol,excluded_outer_known_test,72,12,6,10,3
benzyl_fentanyl,2,3,ethanol,excluded_surrogate_training,24,5,1,4,2
benzyl_fentanyl,2,3,ethanol,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,2,3,ethanol,locked_stress,93,39,6,9,4
benzyl_fentanyl,2,3,ethanol,train_known,210,27,5,10,4
benzyl_fentanyl,2,3,ethanol,validation_known,70,9,5,10,4
benzyl_fentanyl,2,3,ethanol,validation_surrogate_unknown,9,1,1,3,2
benzyl_fentanyl,2,3,ethyl_paraoxon,excluded_outer_known_test,72,12,6,10,3
benzyl_fentanyl,2,3,ethyl_paraoxon,excluded_surrogate_training,22,4,1,3,2
benzyl_fentanyl,2,3,ethyl_paraoxon,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,2,3,ethyl_paraoxon,locked_stress,93,39,6,9,4
benzyl_fentanyl,2,3,ethyl_paraoxon,train_known,212,28,5,10,4
benzyl_fentanyl,2,3,ethyl_paraoxon,validation_known,67,9,5,10,4
benzyl_fentanyl,2,3,ethyl_paraoxon,validation_surrogate_unknown,12,1,1,3,2
benzyl_fentanyl,2,4,4_ANPP,excluded_outer_known_test,72,12,6,10,3
benzyl_fentanyl,2,4,4_ANPP,excluded_surrogate_training,57,6,1,8,2
benzyl_fentanyl,2,4,4_ANPP,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,2,4,4_ANPP,locked_stress,93,39,6,9,4
benzyl_fentanyl,2,4,4_ANPP,train_known,182,24,5,10,4
benzyl_fentanyl,2,4,4_ANPP,validation_known,53,9,5,10,3
benzyl_fentanyl,2,4,4_ANPP,validation_surrogate_unknown,21,3,1,7,2
benzyl_fentanyl,2,4,4_nitrophenol,excluded_outer_known_test,72,12,6,10,3
benzyl_fentanyl,2,4,4_nitrophenol,excluded_surrogate_training,49,4,1,5,3
benzyl_fentanyl,2,4,4_nitrophenol,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,2,4,4_nitrophenol,locked_stress,93,39,6,9,4
benzyl_fentanyl,2,4,4_nitrophenol,train_known,190,26,5,10,3
benzyl_fentanyl,2,4,4_nitrophenol,validation_known,60,10,5,10,3
benzyl_fentanyl,2,4,4_nitrophenol,validation_surrogate_unknown,14,2,1,4,2
benzyl_fentanyl,2,4,acetaminophen,excluded_outer_known_test,72,12,6,10,3
benzyl_fentanyl,2,4,acetaminophen,excluded_surrogate_training,40,8,1,5,2
benzyl_fentanyl,2,4,acetaminophen,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,2,4,acetaminophen,locked_stress,93,39,6,9,4
benzyl_fentanyl,2,4,acetaminophen,train_known,199,22,5,10,4
benzyl_fentanyl,2,4,acetaminophen,validation_known,62,10,5,9,3
benzyl_fentanyl,2,4,acetaminophen,validation_surrogate_unknown,12,2,1,5,2
benzyl_fentanyl,2,4,ethanol,excluded_outer_known_test,72,12,6,10,3
benzyl_fentanyl,2,4,ethanol,excluded_surrogate_training,26,4,1,4,2
benzyl_fentanyl,2,4,ethanol,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,2,4,ethanol,locked_stress,93,39,6,9,4
benzyl_fentanyl,2,4,ethanol,train_known,213,26,5,10,4
benzyl_fentanyl,2,4,ethanol,validation_known,67,10,5,10,3
benzyl_fentanyl,2,4,ethanol,validation_surrogate_unknown,7,2,1,2,2
benzyl_fentanyl,2,4,ethyl_paraoxon,excluded_outer_known_test,72,12,6,10,3
benzyl_fentanyl,2,4,ethyl_paraoxon,excluded_surrogate_training,27,4,1,4,2
benzyl_fentanyl,2,4,ethyl_paraoxon,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,2,4,ethyl_paraoxon,locked_stress,93,39,6,9,4
benzyl_fentanyl,2,4,ethyl_paraoxon,train_known,212,26,5,10,4
benzyl_fentanyl,2,4,ethyl_paraoxon,validation_known,67,11,5,10,3
benzyl_fentanyl,2,4,ethyl_paraoxon,validation_surrogate_unknown,7,1,1,2,2
benzyl_fentanyl,3,0,4_ANPP,excluded_outer_known_test,79,10,6,10,4
benzyl_fentanyl,3,0,4_ANPP,excluded_surrogate_training,59,7,1,8,2
benzyl_fentanyl,3,0,4_ANPP,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,3,0,4_ANPP,locked_stress,93,39,6,9,4
benzyl_fentanyl,3,0,4_ANPP,train_known,168,26,5,10,4
benzyl_fentanyl,3,0,4_ANPP,validation_known,59,9,5,10,4
benzyl_fentanyl,3,0,4_ANPP,validation_surrogate_unknown,20,2,1,8,2
benzyl_fentanyl,3,0,4_nitrophenol,excluded_outer_known_test,79,10,6,10,4
benzyl_fentanyl,3,0,4_nitrophenol,excluded_surrogate_training,43,5,1,5,3
benzyl_fentanyl,3,0,4_nitrophenol,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,3,0,4_nitrophenol,locked_stress,93,39,6,9,4
benzyl_fentanyl,3,0,4_nitrophenol,train_known,184,28,5,10,3
benzyl_fentanyl,3,0,4_nitrophenol,validation_known,63,10,5,10,3
benzyl_fentanyl,3,0,4_nitrophenol,validation_surrogate_unknown,16,1,1,4,3
benzyl_fentanyl,3,0,acetaminophen,excluded_outer_known_test,79,10,6,10,4
benzyl_fentanyl,3,0,acetaminophen,excluded_surrogate_training,39,6,1,6,2
benzyl_fentanyl,3,0,acetaminophen,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,3,0,acetaminophen,locked_stress,93,39,6,9,4
benzyl_fentanyl,3,0,acetaminophen,train_known,188,27,5,10,4
benzyl_fentanyl,3,0,acetaminophen,validation_known,65,9,5,10,4
benzyl_fentanyl,3,0,acetaminophen,validation_surrogate_unknown,14,2,1,5,1
benzyl_fentanyl,3,0,ethanol,excluded_outer_known_test,79,10,6,10,4
benzyl_fentanyl,3,0,ethanol,excluded_surrogate_training,22,6,1,4,2
benzyl_fentanyl,3,0,ethanol,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,3,0,ethanol,locked_stress,93,39,6,9,4
benzyl_fentanyl,3,0,ethanol,train_known,205,27,5,10,4
benzyl_fentanyl,3,0,ethanol,validation_known,71,9,5,10,4
benzyl_fentanyl,3,0,ethanol,validation_surrogate_unknown,8,2,1,4,2
benzyl_fentanyl,3,0,ethyl_paraoxon,excluded_outer_known_test,79,10,6,10,4
benzyl_fentanyl,3,0,ethyl_paraoxon,excluded_surrogate_training,22,4,1,3,2
benzyl_fentanyl,3,0,ethyl_paraoxon,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,3,0,ethyl_paraoxon,locked_stress,93,39,6,9,4
benzyl_fentanyl,3,0,ethyl_paraoxon,train_known,205,29,5,10,4
benzyl_fentanyl,3,0,ethyl_paraoxon,validation_known,76,9,5,10,4
benzyl_fentanyl,3,0,ethyl_paraoxon,validation_surrogate_unknown,3,2,1,1,1
benzyl_fentanyl,3,1,4_ANPP,excluded_outer_known_test,79,10,6,10,4
benzyl_fentanyl,3,1,4_ANPP,excluded_surrogate_training,61,7,1,8,2
benzyl_fentanyl,3,1,4_ANPP,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,3,1,4_ANPP,locked_stress,93,39,6,9,4
benzyl_fentanyl,3,1,4_ANPP,train_known,164,28,5,10,4
benzyl_fentanyl,3,1,4_ANPP,validation_known,63,7,5,10,4
benzyl_fentanyl,3,1,4_ANPP,validation_surrogate_unknown,18,2,1,5,2
benzyl_fentanyl,3,1,4_nitrophenol,excluded_outer_known_test,79,10,6,10,4
benzyl_fentanyl,3,1,4_nitrophenol,excluded_surrogate_training,41,5,1,4,3
benzyl_fentanyl,3,1,4_nitrophenol,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,3,1,4_nitrophenol,locked_stress,93,39,6,9,4
benzyl_fentanyl,3,1,4_nitrophenol,train_known,184,30,5,10,3
benzyl_fentanyl,3,1,4_nitrophenol,validation_known,63,8,5,10,3
benzyl_fentanyl,3,1,4_nitrophenol,validation_surrogate_unknown,18,1,1,5,3
benzyl_fentanyl,3,1,acetaminophen,excluded_outer_known_test,79,10,6,10,4
benzyl_fentanyl,3,1,acetaminophen,excluded_surrogate_training,40,5,1,6,2
benzyl_fentanyl,3,1,acetaminophen,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,3,1,acetaminophen,locked_stress,93,39,6,9,4
benzyl_fentanyl,3,1,acetaminophen,train_known,185,30,5,10,4
benzyl_fentanyl,3,1,acetaminophen,validation_known,68,6,5,8,4
benzyl_fentanyl,3,1,acetaminophen,validation_surrogate_unknown,13,3,1,5,2
benzyl_fentanyl,3,1,ethanol,excluded_outer_known_test,79,10,6,10,4
benzyl_fentanyl,3,1,ethanol,excluded_surrogate_training,21,7,1,4,2
benzyl_fentanyl,3,1,ethanol,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,3,1,ethanol,locked_stress,93,39,6,9,4
benzyl_fentanyl,3,1,ethanol,train_known,204,28,5,10,4
benzyl_fentanyl,3,1,ethanol,validation_known,72,8,5,10,4
benzyl_fentanyl,3,1,ethanol,validation_surrogate_unknown,9,1,1,4,2
benzyl_fentanyl,3,1,ethyl_paraoxon,excluded_outer_known_test,79,10,6,10,4
benzyl_fentanyl,3,1,ethyl_paraoxon,excluded_surrogate_training,13,5,1,2,2
benzyl_fentanyl,3,1,ethyl_paraoxon,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,3,1,ethyl_paraoxon,locked_stress,93,39,6,9,4
benzyl_fentanyl,3,1,ethyl_paraoxon,train_known,212,30,5,10,4
benzyl_fentanyl,3,1,ethyl_paraoxon,validation_known,69,8,5,10,4
benzyl_fentanyl,3,1,ethyl_paraoxon,validation_surrogate_unknown,12,1,1,3,2
benzyl_fentanyl,3,2,4_ANPP,excluded_outer_known_test,79,10,6,10,4
benzyl_fentanyl,3,2,4_ANPP,excluded_surrogate_training,59,7,1,8,2
benzyl_fentanyl,3,2,4_ANPP,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,3,2,4_ANPP,locked_stress,93,39,6,9,4
benzyl_fentanyl,3,2,4_ANPP,train_known,175,25,5,10,4
benzyl_fentanyl,3,2,4_ANPP,validation_known,52,10,5,9,3
benzyl_fentanyl,3,2,4_ANPP,validation_surrogate_unknown,20,2,1,5,2
benzyl_fentanyl,3,2,4_nitrophenol,excluded_outer_known_test,79,10,6,10,4
benzyl_fentanyl,3,2,4_nitrophenol,excluded_surrogate_training,48,4,1,5,3
benzyl_fentanyl,3,2,4_nitrophenol,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,3,2,4_nitrophenol,locked_stress,93,39,6,9,4
benzyl_fentanyl,3,2,4_nitrophenol,train_known,186,28,5,10,3
benzyl_fentanyl,3,2,4_nitrophenol,validation_known,61,10,5,10,3
benzyl_fentanyl,3,2,4_nitrophenol,validation_surrogate_unknown,11,2,1,3,2
benzyl_fentanyl,3,2,acetaminophen,excluded_outer_known_test,79,10,6,10,4
benzyl_fentanyl,3,2,acetaminophen,excluded_surrogate_training,39,7,1,5,2
benzyl_fentanyl,3,2,acetaminophen,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,3,2,acetaminophen,locked_stress,93,39,6,9,4
benzyl_fentanyl,3,2,acetaminophen,train_known,195,25,5,10,4
benzyl_fentanyl,3,2,acetaminophen,validation_known,58,11,5,10,3
benzyl_fentanyl,3,2,acetaminophen,validation_surrogate_unknown,14,1,1,5,2
benzyl_fentanyl,3,2,ethanol,excluded_outer_known_test,79,10,6,10,4
benzyl_fentanyl,3,2,ethanol,excluded_surrogate_training,24,5,1,4,2
benzyl_fentanyl,3,2,ethanol,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,3,2,ethanol,locked_stress,93,39,6,9,4
benzyl_fentanyl,3,2,ethanol,train_known,210,27,5,10,4
benzyl_fentanyl,3,2,ethanol,validation_known,66,9,5,10,3
benzyl_fentanyl,3,2,ethanol,validation_surrogate_unknown,6,3,1,2,1
benzyl_fentanyl,3,2,ethyl_paraoxon,excluded_outer_known_test,79,10,6,10,4
benzyl_fentanyl,3,2,ethyl_paraoxon,excluded_surrogate_training,22,4,1,3,2
benzyl_fentanyl,3,2,ethyl_paraoxon,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,3,2,ethyl_paraoxon,locked_stress,93,39,6,9,4
benzyl_fentanyl,3,2,ethyl_paraoxon,train_known,212,28,5,10,4
benzyl_fentanyl,3,2,ethyl_paraoxon,validation_known,69,10,5,10,3
benzyl_fentanyl,3,2,ethyl_paraoxon,validation_surrogate_unknown,3,2,1,2,1
benzyl_fentanyl,3,4,4_ANPP,excluded_outer_known_test,79,10,6,10,4
benzyl_fentanyl,3,4,4_ANPP,excluded_surrogate_training,58,6,1,8,2
benzyl_fentanyl,3,4,4_ANPP,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,3,4,4_ANPP,locked_stress,93,39,6,9,4
benzyl_fentanyl,3,4,4_ANPP,train_known,174,26,5,10,4
benzyl_fentanyl,3,4,4_ANPP,validation_known,53,9,5,10,3
benzyl_fentanyl,3,4,4_ANPP,validation_surrogate_unknown,21,3,1,7,2
benzyl_fentanyl,3,4,4_nitrophenol,excluded_outer_known_test,79,10,6,10,4
benzyl_fentanyl,3,4,4_nitrophenol,excluded_surrogate_training,45,4,1,5,3
benzyl_fentanyl,3,4,4_nitrophenol,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,3,4,4_nitrophenol,locked_stress,93,39,6,9,4
benzyl_fentanyl,3,4,4_nitrophenol,train_known,187,28,5,10,3
benzyl_fentanyl,3,4,4_nitrophenol,validation_known,60,10,5,10,3
benzyl_fentanyl,3,4,4_nitrophenol,validation_surrogate_unknown,14,2,1,4,2
benzyl_fentanyl,3,4,acetaminophen,excluded_outer_known_test,79,10,6,10,4
benzyl_fentanyl,3,4,acetaminophen,excluded_surrogate_training,41,6,1,6,2
benzyl_fentanyl,3,4,acetaminophen,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,3,4,acetaminophen,locked_stress,93,39,6,9,4
benzyl_fentanyl,3,4,acetaminophen,train_known,191,26,5,10,4
benzyl_fentanyl,3,4,acetaminophen,validation_known,62,10,5,9,3
benzyl_fentanyl,3,4,acetaminophen,validation_surrogate_unknown,12,2,1,5,2
benzyl_fentanyl,3,4,ethanol,excluded_outer_known_test,79,10,6,10,4
benzyl_fentanyl,3,4,ethanol,excluded_surrogate_training,23,6,1,4,2
benzyl_fentanyl,3,4,ethanol,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,3,4,ethanol,locked_stress,93,39,6,9,4
benzyl_fentanyl,3,4,ethanol,train_known,209,26,5,10,4
benzyl_fentanyl,3,4,ethanol,validation_known,67,10,5,10,3
benzyl_fentanyl,3,4,ethanol,validation_surrogate_unknown,7,2,1,2,2
benzyl_fentanyl,3,4,ethyl_paraoxon,excluded_outer_known_test,79,10,6,10,4
benzyl_fentanyl,3,4,ethyl_paraoxon,excluded_surrogate_training,18,5,1,3,2
benzyl_fentanyl,3,4,ethyl_paraoxon,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,3,4,ethyl_paraoxon,locked_stress,93,39,6,9,4
benzyl_fentanyl,3,4,ethyl_paraoxon,train_known,214,27,5,10,4
benzyl_fentanyl,3,4,ethyl_paraoxon,validation_known,67,11,5,10,3
benzyl_fentanyl,3,4,ethyl_paraoxon,validation_surrogate_unknown,7,1,1,2,2
benzyl_fentanyl,4,0,4_ANPP,excluded_outer_known_test,74,12,6,10,3
benzyl_fentanyl,4,0,4_ANPP,excluded_surrogate_training,57,6,1,8,2
benzyl_fentanyl,4,0,4_ANPP,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,4,0,4_ANPP,locked_stress,93,39,6,9,4
benzyl_fentanyl,4,0,4_ANPP,train_known,175,25,5,10,4
benzyl_fentanyl,4,0,4_ANPP,validation_known,59,9,5,10,4
benzyl_fentanyl,4,0,4_ANPP,validation_surrogate_unknown,20,2,1,8,2
benzyl_fentanyl,4,0,4_nitrophenol,excluded_outer_known_test,74,12,6,10,3
benzyl_fentanyl,4,0,4_nitrophenol,excluded_surrogate_training,44,5,1,5,3
benzyl_fentanyl,4,0,4_nitrophenol,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,4,0,4_nitrophenol,locked_stress,93,39,6,9,4
benzyl_fentanyl,4,0,4_nitrophenol,train_known,188,26,5,10,3
benzyl_fentanyl,4,0,4_nitrophenol,validation_known,63,10,5,10,3
benzyl_fentanyl,4,0,4_nitrophenol,validation_surrogate_unknown,16,1,1,4,3
benzyl_fentanyl,4,0,acetaminophen,excluded_outer_known_test,74,12,6,10,3
benzyl_fentanyl,4,0,acetaminophen,excluded_surrogate_training,40,7,1,6,2
benzyl_fentanyl,4,0,acetaminophen,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,4,0,acetaminophen,locked_stress,93,39,6,9,4
benzyl_fentanyl,4,0,acetaminophen,train_known,192,24,5,10,4
benzyl_fentanyl,4,0,acetaminophen,validation_known,65,9,5,10,4
benzyl_fentanyl,4,0,acetaminophen,validation_surrogate_unknown,14,2,1,5,1
benzyl_fentanyl,4,0,ethanol,excluded_outer_known_test,74,12,6,10,3
benzyl_fentanyl,4,0,ethanol,excluded_surrogate_training,24,5,1,4,2
benzyl_fentanyl,4,0,ethanol,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,4,0,ethanol,locked_stress,93,39,6,9,4
benzyl_fentanyl,4,0,ethanol,train_known,208,26,5,10,4
benzyl_fentanyl,4,0,ethanol,validation_known,71,9,5,10,4
benzyl_fentanyl,4,0,ethanol,validation_surrogate_unknown,8,2,1,4,2
benzyl_fentanyl,4,0,ethyl_paraoxon,excluded_outer_known_test,74,12,6,10,3
benzyl_fentanyl,4,0,ethyl_paraoxon,excluded_surrogate_training,27,4,1,4,2
benzyl_fentanyl,4,0,ethyl_paraoxon,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,4,0,ethyl_paraoxon,locked_stress,93,39,6,9,4
benzyl_fentanyl,4,0,ethyl_paraoxon,train_known,205,27,5,10,4
benzyl_fentanyl,4,0,ethyl_paraoxon,validation_known,76,9,5,10,4
benzyl_fentanyl,4,0,ethyl_paraoxon,validation_surrogate_unknown,3,2,1,1,1
benzyl_fentanyl,4,1,4_ANPP,excluded_outer_known_test,74,12,6,10,3
benzyl_fentanyl,4,1,4_ANPP,excluded_surrogate_training,59,6,1,8,2
benzyl_fentanyl,4,1,4_ANPP,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,4,1,4_ANPP,locked_stress,93,39,6,9,4
benzyl_fentanyl,4,1,4_ANPP,train_known,171,27,5,10,4
benzyl_fentanyl,4,1,4_ANPP,validation_known,63,7,5,10,4
benzyl_fentanyl,4,1,4_ANPP,validation_surrogate_unknown,18,2,1,5,2
benzyl_fentanyl,4,1,4_nitrophenol,excluded_outer_known_test,74,12,6,10,3
benzyl_fentanyl,4,1,4_nitrophenol,excluded_surrogate_training,42,5,1,5,3
benzyl_fentanyl,4,1,4_nitrophenol,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,4,1,4_nitrophenol,locked_stress,93,39,6,9,4
benzyl_fentanyl,4,1,4_nitrophenol,train_known,188,28,5,10,3
benzyl_fentanyl,4,1,4_nitrophenol,validation_known,63,8,5,10,3
benzyl_fentanyl,4,1,4_nitrophenol,validation_surrogate_unknown,18,1,1,5,3
benzyl_fentanyl,4,1,acetaminophen,excluded_outer_known_test,74,12,6,10,3
benzyl_fentanyl,4,1,acetaminophen,excluded_surrogate_training,41,6,1,6,2
benzyl_fentanyl,4,1,acetaminophen,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,4,1,acetaminophen,locked_stress,93,39,6,9,4
benzyl_fentanyl,4,1,acetaminophen,train_known,189,27,5,10,4
benzyl_fentanyl,4,1,acetaminophen,validation_known,68,6,5,8,4
benzyl_fentanyl,4,1,acetaminophen,validation_surrogate_unknown,13,3,1,5,2
benzyl_fentanyl,4,1,ethanol,excluded_outer_known_test,74,12,6,10,3
benzyl_fentanyl,4,1,ethanol,excluded_surrogate_training,23,6,1,4,2
benzyl_fentanyl,4,1,ethanol,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,4,1,ethanol,locked_stress,93,39,6,9,4
benzyl_fentanyl,4,1,ethanol,train_known,207,27,5,10,4
benzyl_fentanyl,4,1,ethanol,validation_known,72,8,5,10,4
benzyl_fentanyl,4,1,ethanol,validation_surrogate_unknown,9,1,1,4,2
benzyl_fentanyl,4,1,ethyl_paraoxon,excluded_outer_known_test,74,12,6,10,3
benzyl_fentanyl,4,1,ethyl_paraoxon,excluded_surrogate_training,18,5,1,3,2
benzyl_fentanyl,4,1,ethyl_paraoxon,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,4,1,ethyl_paraoxon,locked_stress,93,39,6,9,4
benzyl_fentanyl,4,1,ethyl_paraoxon,train_known,212,28,5,10,4
benzyl_fentanyl,4,1,ethyl_paraoxon,validation_known,69,8,5,10,4
benzyl_fentanyl,4,1,ethyl_paraoxon,validation_surrogate_unknown,12,1,1,3,2
benzyl_fentanyl,4,2,4_ANPP,excluded_outer_known_test,74,12,6,10,3
benzyl_fentanyl,4,2,4_ANPP,excluded_surrogate_training,57,6,1,8,2
benzyl_fentanyl,4,2,4_ANPP,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,4,2,4_ANPP,locked_stress,93,39,6,9,4
benzyl_fentanyl,4,2,4_ANPP,train_known,182,24,5,10,4
benzyl_fentanyl,4,2,4_ANPP,validation_known,52,10,5,9,3
benzyl_fentanyl,4,2,4_ANPP,validation_surrogate_unknown,20,2,1,5,2
benzyl_fentanyl,4,2,4_nitrophenol,excluded_outer_known_test,74,12,6,10,3
benzyl_fentanyl,4,2,4_nitrophenol,excluded_surrogate_training,49,4,1,5,3
benzyl_fentanyl,4,2,4_nitrophenol,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,4,2,4_nitrophenol,locked_stress,93,39,6,9,4
benzyl_fentanyl,4,2,4_nitrophenol,train_known,190,26,5,10,3
benzyl_fentanyl,4,2,4_nitrophenol,validation_known,61,10,5,10,3
benzyl_fentanyl,4,2,4_nitrophenol,validation_surrogate_unknown,11,2,1,3,2
benzyl_fentanyl,4,2,acetaminophen,excluded_outer_known_test,74,12,6,10,3
benzyl_fentanyl,4,2,acetaminophen,excluded_surrogate_training,40,8,1,5,2
benzyl_fentanyl,4,2,acetaminophen,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,4,2,acetaminophen,locked_stress,93,39,6,9,4
benzyl_fentanyl,4,2,acetaminophen,train_known,199,22,5,10,4
benzyl_fentanyl,4,2,acetaminophen,validation_known,58,11,5,10,3
benzyl_fentanyl,4,2,acetaminophen,validation_surrogate_unknown,14,1,1,5,2
benzyl_fentanyl,4,2,ethanol,excluded_outer_known_test,74,12,6,10,3
benzyl_fentanyl,4,2,ethanol,excluded_surrogate_training,26,4,1,4,2
benzyl_fentanyl,4,2,ethanol,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,4,2,ethanol,locked_stress,93,39,6,9,4
benzyl_fentanyl,4,2,ethanol,train_known,213,26,5,10,4
benzyl_fentanyl,4,2,ethanol,validation_known,66,9,5,10,3
benzyl_fentanyl,4,2,ethanol,validation_surrogate_unknown,6,3,1,2,1
benzyl_fentanyl,4,2,ethyl_paraoxon,excluded_outer_known_test,74,12,6,10,3
benzyl_fentanyl,4,2,ethyl_paraoxon,excluded_surrogate_training,27,4,1,4,2
benzyl_fentanyl,4,2,ethyl_paraoxon,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,4,2,ethyl_paraoxon,locked_stress,93,39,6,9,4
benzyl_fentanyl,4,2,ethyl_paraoxon,train_known,212,26,5,10,4
benzyl_fentanyl,4,2,ethyl_paraoxon,validation_known,69,10,5,10,3
benzyl_fentanyl,4,2,ethyl_paraoxon,validation_surrogate_unknown,3,2,1,2,1
benzyl_fentanyl,4,3,4_ANPP,excluded_outer_known_test,74,12,6,10,3
benzyl_fentanyl,4,3,4_ANPP,excluded_surrogate_training,58,6,1,8,2
benzyl_fentanyl,4,3,4_ANPP,locked_held_unknown,120,15,1,9,3
benzyl_fentanyl,4,3,4_ANPP,locked_stress,93,39,6,9,4
